obsHistID,expMJD,filter,bandmag
199650,49608.249228,i,24.47865017549551
199651,49608.249645,i,24.4786629975715
199652,49608.250061,i,24.47867578928038
199653,49608.250478,i,24.47868861212122
199654,49608.250895,i,24.478701435344746
199655,49608.251311,i,24.478714228198882
199656,49608.251728,i,24.478727052187548
199657,49608.252145,i,24.47873987655893
199658,49608.252561,i,24.478752670558205
199659,49608.252978,i,24.478765495694578
199660,49608.253395,i,24.478778321214143
199661,49608.255177,z,24.134775916874375
199662,49608.255594,z,24.13478446912134
199663,49608.25601,z,24.13479300133495
199664,49608.256427,z,24.134801554535787
199665,49608.256844,z,24.134810108214154
199666,49608.25726,z,24.134818641855766
199667,49608.257677,z,24.134827196488068
199668,49608.258094,z,24.134835751597784
199669,49608.25851,z,24.134844286667644
199670,49608.258927,z,24.134852842731508
199671,49608.259344,z,24.134861399272822
199672,49608.25976,z,24.134869935770872
199673,49608.260177,z,24.13487849326625
199674,49608.260594,z,24.134887051239396
199675,49608.26101,z,24.13489558916574
199676,49608.261427,z,24.13490414809288
199677,49608.261844,z,24.13491270749781
199678,49608.26226,z,24.134921246852542
199679,49608.262677,z,24.134929807211527
199680,49608.263094,z,24.134938368048356
199681,49608.26351,z,24.134946908831417
199682,49608.263927,z,24.134955470622504
199683,49608.264344,z,24.134964032891308
199684,49608.26476,z,24.134972575102953
199685,49608.265177,z,24.13498113832609
199686,49608.265594,z,24.134989702026818
199687,49608.267376,y,24.249456926369618
199688,49608.267793,y,24.249462398722912
199689,49608.268209,y,24.249467858367776
199690,49608.268626,y,24.249473331552338
199691,49608.269043,y,24.249478805153124
199692,49608.269459,y,24.249484266042423
199693,49608.269876,y,24.249489740474417
199694,49608.270293,y,24.249495215322664
199695,49608.270709,y,24.249500677456346
199696,49608.271126,y,24.24950615313593
199697,49608.271543,y,24.249511629231687
199698,49608.271959,y,24.24951709260991
199699,49608.272376,y,24.249522569537042
199700,49608.272793,y,24.249528046880272
199701,49608.273209,y,24.249533511503184
199702,49608.273626,y,24.249538989677916
199703,49608.274043,y,24.249544468268773
199704,49608.274459,y,24.249549934136333
199705,49608.274876,y,24.249555413558724
199706,49608.275293,y,24.24956089339726
202445,49611.289284,r,26.1471711987527
202446,49611.289701,r,26.14720052115659
202447,49611.290118,r,26.14722984354296
202448,49611.290534,r,26.147259095595366
202449,49611.290951,r,26.147288417948197
202450,49611.291368,r,26.147317740283434
202451,49611.291784,r,26.147346992284767
202452,49611.292201,r,26.14737631458582
202453,49611.292618,r,26.14740563687024
202454,49611.293034,r,26.1474348888203
202455,49611.293451,r,26.14746421106988
202456,49611.293868,r,26.147493533302764
202457,49611.294284,r,26.14752278520134
202458,49611.294701,r,26.147552107399253
202459,49611.295118,r,26.147581429580388
202460,49611.295534,r,26.14761068142677
202461,49611.295951,r,26.147640003573315
202462,49611.296368,r,26.14766932570251
202463,49611.296784,r,26.147698577496996
202464,49611.297201,r,26.14772789959146
202465,49611.298983,g,29.11502822094417
202466,49611.2994,g,29.115085883787017
202467,49611.299817,g,29.11514354858884
202468,49611.300233,g,29.115201077059805
202469,49611.30065,g,29.115258745777336
202470,49611.301067,g,29.115316416456302
202471,49611.301483,g,29.115373950789763
202472,49611.3019,g,29.115431625384325
202473,49611.302317,g,29.115489301940777
202474,49611.302733,g,29.115546842137064
202475,49611.304516,i,24.5828230259822
202476,49611.304933,i,24.58283842537871
202477,49611.305349,i,24.582853788132834
202478,49611.305766,i,24.582869188103725
202479,49611.306183,i,24.58288458836256
202480,49611.306599,i,24.58289995197697
202481,49611.307016,i,24.58291535281024
202482,49611.307433,i,24.582930753931485
202483,49611.307849,i,24.582946118405985
202484,49611.308266,i,24.582961520101986
202485,49611.308683,i,24.582976922085717
202486,49611.309099,i,24.58299228742067
202487,49611.309516,i,24.583007689979212
202488,49611.309933,i,24.583023092825247
202489,49611.310349,i,24.583038459020994
202490,49611.310766,i,24.583053862442164
202491,49611.311183,i,24.583069266150854
202492,49611.311599,i,24.583084633207214
202493,49611.312016,i,24.58310003749109
202494,49611.312433,i,24.583115442062514
202495,49611.314215,z,24.210071529004928
202496,49611.314632,z,24.21008322119065
202497,49611.315048,z,24.21009488567988
202498,49611.315465,z,24.21010657855232
202499,49611.315882,z,24.210118271768536
202500,49611.316298,z,24.210129937285814
202501,49611.316715,z,24.210141631188797
202502,49611.317132,z,24.210153325435385
202503,49611.317548,z,24.210164991981
202504,49611.317965,z,24.21017668691462
202505,49611.318382,z,24.21018838219188
202506,49611.318798,z,24.21020004976571
202507,49611.319215,z,24.210211745730057
202508,49611.319632,z,24.210223442038064
202509,49611.320048,z,24.21023511064021
202510,49611.320465,z,24.21024680763516
202511,49611.320882,z,24.210258504974213
202512,49611.321298,z,24.21027017460475
202513,49611.321715,z,24.2102818726306
202514,49611.322132,z,24.210293571000577
202515,49611.322548,z,24.210305241659405
202516,49611.322965,z,24.210316940716442
202517,49611.323382,z,24.21032864011744
202518,49611.323798,z,24.210340311804828
202519,49611.324215,z,24.210352011892944
202520,49611.324632,z,24.210363712325037
202521,49611.326414,y,24.300267666474777
202522,49611.326831,y,24.300275757151482
202523,49611.327247,y,24.30028382869445
202524,49611.327664,y,24.30029191990892
202525,49611.328081,y,24.300300011392736
202526,49611.328497,y,24.300308083740756
202527,49611.328914,y,24.300316175762223
202528,49611.329331,y,24.30032426805306
202529,49611.329747,y,24.300332341206182
202530,49611.330164,y,24.300340434034702
202531,49611.330581,y,24.30034852713261
202532,49611.330997,y,24.30035660109074
202533,49611.331414,y,24.30036469472651
202534,49611.331831,y,24.300372788631538
202535,49611.332247,y,24.300380863394878
202536,49611.332664,y,24.300388957837797
202537,49611.333081,y,24.300397052549854
202538,49611.333497,y,24.300405128118584
202539,49611.333914,y,24.300413223368707
202540,49611.334331,y,24.300421318887988
208344,49618.06278,r,26.608891364476946
208345,49618.063209,r,26.60891917566323
208346,49618.063625,r,26.608946144144078
208347,49618.064054,r,26.608973955449127
208348,49618.064482,r,26.609001701986
208349,49618.064898,r,26.609028670639802
208350,49618.065327,r,26.609056482123666
208351,49618.065755,r,26.60908422883937
208352,49618.066172,r,26.609111262495496
208353,49618.0666,r,26.609139009329056
208354,49618.067028,r,26.60916675622252
208355,49618.067456,r,26.609194503175893
208356,49618.067885,r,26.60922231501871
208357,49618.068313,r,26.60925006209245
208358,49618.068741,r,26.609277809225574
208359,49618.069169,r,26.609305556418544
208360,49618.069598,r,26.609333368501467
208361,49618.070014,r,26.60936033785111
208362,49618.070442,r,26.609388085221997
208363,49618.070871,r,26.609415897483686
208364,49618.072653,g,30.556781759931905
208365,49618.07307,g,30.556931247304572
208366,49618.073498,g,30.55708469148717
208367,49618.073915,g,30.557234205164406
208368,49618.074343,g,30.55738767634811
208369,49618.074771,g,30.557541161212182
208370,49618.075199,g,30.557694659759356
208371,49618.075616,g,30.557844226414407
208372,49618.076044,g,30.557997751984146
208373,49618.076461,g,30.558147344969846
208374,49618.078243,i,24.874840268511093
208375,49618.078672,i,24.874862019247868
208376,49618.0791,i,24.874883719570864
208377,49618.079528,i,24.874905420180795
208378,49618.079956,i,24.874927121077665
208379,49618.080385,i,24.874948872965543
208380,49618.080813,i,24.874970574436993
208381,49618.081241,i,24.87499227619541
208382,49618.081658,i,24.875013420474538
208383,49618.082086,i,24.87503512279954
208384,49618.082514,i,24.875056825411534
208385,49618.082942,i,24.875078528310528
208386,49618.083371,i,24.875100282205263
208387,49618.083787,i,24.875121377166597
208388,49618.084216,i,24.875143131629326
208389,49618.084644,i,24.8751648356697
208390,49618.085061,i,24.87518598217184
208391,49618.085477,i,24.875207078234798
208392,49618.085894,i,24.875228225281628
208393,49618.086322,i,24.875249930447424
208394,49618.088104,z,24.447084047849565
208395,49618.088533,z,24.44710252185674
208396,49618.088961,z,24.44712095307206
208397,49618.089389,z,24.44713938455819
208398,49618.089817,z,24.447157816315137
208399,49618.090246,z,24.447176291408734
208400,49618.090674,z,24.447194723707977
208401,49618.091091,z,24.44721268254055
208402,49618.091519,z,24.447231115374528
208403,49618.091947,z,24.447249548479366
208404,49618.092375,z,24.447267981855077
208405,49618.092804,z,24.447286458571263
208406,49618.093232,z,24.447304892489367
208407,49618.09366,z,24.44732332667837
208408,49618.094077,z,24.447341287352184
208409,49618.094493,z,24.447359205210756
208410,49618.09491,z,24.44737716639829
208411,49618.095327,z,24.44739512784301
208412,49618.095755,z,24.44741356335812
208413,49618.096172,z,24.447431525323697
208414,49618.0966,z,24.447449961373742
208415,49618.097017,z,24.447467923860835
208416,49618.097445,z,24.447486360445847
208417,49618.097873,z,24.44750479730184
208418,49618.098301,z,24.447523234428814
208419,49618.098729,z,24.447541671826794
208420,49618.100512,y,24.46596778828134
208421,49618.100929,y,24.465980279881908
208422,49618.101357,y,24.46599310115051
208423,49618.101785,y,24.46600592257461
208424,49618.102213,y,24.466018744154212
208425,49618.10263,y,24.466031236356905
208426,49618.103058,y,24.466044058243533
208427,49618.103475,y,24.466056550745368
208428,49618.103892,y,24.466069043394608
208429,49618.10432,y,24.466081865739792
208430,49618.104748,y,24.466094688240506
208431,49618.105176,y,24.466107510896748
208432,49618.105593,y,24.466120004148433
208433,49618.106021,y,24.466132827111746
208434,49618.106449,y,24.466145650230597
208435,49618.106878,y,24.466158503466108
208436,49618.107306,y,24.46617132689642
208437,49618.107734,y,24.466184150482277
208438,49618.108151,y,24.466196644639716
208439,49618.108567,y,24.466209108982262
209553,49622.004696,r,26.867973025700888
209554,49622.005113,r,26.868001255696697
209555,49622.00553,r,26.868029485927096
209556,49622.005958,r,26.868058461083027
209557,49622.006386,r,26.868087436485567
209558,49622.006814,r,26.86811641213472
209559,49622.007243,r,26.868145455731486
209560,49622.007671,r,26.868174431874433
209561,49622.008099,r,26.86820340826399
209562,49622.008516,r,26.868231640170674
209563,49622.008944,r,26.868260617047103
209564,49622.009372,r,26.86828959417014
209565,49622.0098,r,26.868318571539778
209566,49622.010229,r,26.868347616861044
209567,49622.010645,r,26.86837578225786
209568,49622.011074,r,26.868404828067128
209569,49622.01149,r,26.86843299393667
209570,49622.011919,r,26.868462040233936
209571,49622.012347,r,26.868491019071577
209572,49622.012775,r,26.868519998155325
209573,49622.014557,g,36.53204523275744
209574,49622.014974,g,36.552095746035846
209575,49622.015402,g,36.57306575615091
209576,49622.015819,g,36.59389205915461
209577,49622.016247,g,36.61568951995454
209578,49622.016675,g,36.6379315745951
209579,49622.017104,g,36.66069038669035
209580,49622.01752,g,36.68322270616051
209581,49622.017937,g,36.706286454022475
209582,49622.018365,g,36.73047721719678
209583,49622.020148,i,25.086754975215676
209584,49622.020576,i,25.086779138272462
209585,49622.021004,i,25.086803301649354
209586,49622.021421,i,25.08682684431254
209587,49622.021849,i,25.086851008321432
209588,49622.022277,i,25.08687517265046
209589,49622.022706,i,25.086899393759886
209590,49622.023134,i,25.086923558729943
209591,49622.023562,i,25.086947724020156
209592,49622.02399,i,25.08697188963054
209593,49622.024407,i,25.086995434469873
209594,49622.024835,i,25.087019600712388
209595,49622.025263,i,25.087043767275507
209596,49622.025692,i,25.087067990623495
209597,49622.026108,i,25.08709148023762
209598,49622.026537,i,25.087115704219293
209599,49622.026953,i,25.08713919444833
209600,49622.027381,i,25.087163362595692
209601,49622.02781,i,25.087187587532082
209602,49622.028238,i,25.087211756320706
209603,49622.03002,z,24.627950752862397
209604,49622.030449,z,24.62797144284055
209605,49622.030865,z,24.627991506113137
209606,49622.031282,z,24.628011617874982
209607,49622.03171,z,24.6280322604337
209608,49622.032138,z,24.628052903266887
209609,49622.032567,z,24.62807359460647
209610,49622.032995,z,24.628094237989288
209611,49622.033423,z,24.628114881646614
209612,49622.033851,z,24.628135525578454
209613,49622.034268,z,24.62815563920615
209614,49622.034685,z,24.628175753094098
209615,49622.035113,z,24.628196397835417
209616,49622.03553,z,24.628216512251807
209617,49622.035958,z,24.62823715753517
209618,49622.036375,z,24.628257272479694
209619,49622.036803,z,24.62827791830513
209620,49622.037231,z,24.628298564405146
209621,49622.037659,z,24.628319210779747
209622,49622.038087,z,24.62833985742894
209623,49622.038516,z,24.628360552593556
209624,49622.038944,z,24.628381199792607
209625,49622.039372,z,24.628401847266282
209626,49622.0398,z,24.62842249501458
209627,49622.040229,z,24.628443191280898
209628,49622.040645,z,24.62846326065128
209629,49622.042428,y,24.590054154377476
209630,49622.042856,y,24.590068105784933
209631,49622.043284,y,24.590082057327226
209632,49622.043712,y,24.590096009004355
209633,49622.044141,y,24.59010999341419
209634,49622.044569,y,24.590123945361313
209635,49622.044997,y,24.590137897443288
209636,49622.045425,y,24.590151849660103
209637,49622.045842,y,24.59016544342173
209638,49622.04627,y,24.590179395904784
209639,49622.046699,y,24.590193381122447
209640,49622.047127,y,24.59020733387554
209641,49622.047555,y,24.59022128676349
209642,49622.047983,y,24.590235239786313
209643,49622.048412,y,24.59024922554501
209644,49622.04884,y,24.590263178838118
209645,49622.049268,y,24.590277132265864
209646,49622.049696,y,24.590291085828497
209647,49622.050125,y,24.590305072128267
209648,49622.050553,y,24.59031902596097
211596,49626.006402,r,27.150178073133485
211597,49626.00683,r,27.150209608614475
211598,49626.007259,r,27.150241218133395
211599,49626.007687,r,27.150272754326483
211600,49626.008115,r,27.150304290875216
211601,49626.008532,r,27.150335017247478
211602,49626.008948,r,27.150365670271768
211603,49626.009377,r,27.150397281554753
211604,49626.009793,r,27.15042793526099
211605,49626.010221,r,27.150459473559742
211606,49626.01065,r,27.15049108590304
211607,49626.011078,r,27.1505226249145
211608,49626.011495,r,27.150553353685176
211609,49626.011923,r,27.15058489339831
211610,49626.012351,r,27.15061643346713
211611,49626.012779,r,27.15064797389164
211612,49626.013196,r,27.150678704040125
211613,49626.013624,r,27.150710245166884
211614,49626.014052,r,27.150741786649345
211615,49626.014481,r,27.15077340218384
211616,49626.016263,g,nan
211617,49626.016691,g,nan
211618,49626.01712,g,nan
211619,49626.017536,g,nan
211620,49626.017965,g,nan
211621,49626.018393,g,nan
211622,49626.018809,g,nan
211623,49626.019238,g,nan
211624,49626.019666,g,nan
211625,49626.020094,g,nan
211626,49626.021877,i,25.328630946075656
211627,49626.022305,i,25.328658822295324
211628,49626.022733,i,25.32868669906223
211629,49626.023161,i,25.328714576376413
211630,49626.023578,i,25.328741737744167
211631,49626.024006,i,25.328769616138892
211632,49626.024434,i,25.32879749508096
211633,49626.024851,i,25.328824658034826
211634,49626.025268,i,25.32885182150784
211635,49626.025696,i,25.32887970206393
211636,49626.026113,i,25.328906866590415
211637,49626.026541,i,25.328934748227333
211638,49626.026969,i,25.32896263041173
211639,49626.027397,i,25.32899051314363
211640,49626.027814,i,25.3290176797901
211641,49626.028231,i,25.329044846955856
211642,49626.028659,i,25.329072731302745
211643,49626.029087,i,25.32910061619676
211644,49626.029515,i,25.329128501638397
211645,49626.029944,i,25.329156452782527
211646,49626.031726,z,24.834625668647657
211647,49626.032154,z,24.834649490095693
211648,49626.032583,z,24.834673367672355
211649,49626.033011,z,24.83469719006024
211650,49626.033439,z,24.83472101291753
211651,49626.033867,z,24.834744836244248
211652,49626.034296,z,24.83476871570405
211653,49626.034724,z,24.83479253997077
211654,49626.035152,z,24.834816364706974
211655,49626.03558,z,24.83484018991308
211656,49626.036009,z,24.834864071256337
211657,49626.036437,z,24.834887897402197
211658,49626.036853,z,24.83491105597505
211659,49626.037282,z,24.834934938718177
211660,49626.03771,z,24.83495876626071
211661,49626.038138,z,24.834982594273264
211662,49626.038566,z,24.83500642275505
211663,49626.038995,z,24.83503030738218
211664,49626.039411,z,24.835053468683128
211665,49626.03984,z,24.83507735423973
211666,49626.040268,z,24.835101184589284
211667,49626.040684,z,24.835124347248538
211668,49626.041101,z,24.835147566032663
211669,49626.041529,z,24.83517139776623
211670,49626.041946,z,24.8351946174536
211671,49626.042374,z,24.8352184501147
211672,49626.044157,y,24.72710065721018
211673,49626.044585,y,24.727116136168924
211674,49626.045013,y,24.727131615355606
211675,49626.045441,y,24.7271470947705
211676,49626.04587,y,24.7271626105813
211677,49626.046298,y,24.727178090453187
211678,49626.046726,y,24.727193570553307
211679,49626.047154,y,24.727209050881672
211680,49626.047571,y,24.727224133570786
211681,49626.047988,y,24.72723921647631
211682,49626.048416,y,24.72725469747771
211683,49626.048844,y,24.727270178707382
211684,49626.049272,y,24.72728566016532
211685,49626.049701,y,24.72730117802426
211686,49626.050129,y,24.727316659939312
211687,49626.050557,y,24.727332142082656
211688,49626.050985,y,24.727347624454303
211689,49626.051414,y,24.72736314322884
211690,49626.051842,y,24.727378626057643
211691,49626.05227,y,24.72739410911477
212532,49627.084111,u,nan
212533,49627.084539,u,nan
212534,49627.084956,u,nan
212535,49627.085384,u,nan
212536,49627.085812,u,nan
212537,49627.086229,u,nan
212538,49627.086657,u,nan
212539,49627.087085,u,nan
212540,49627.087502,u,nan
212541,49627.08793,u,nan
212542,49627.088358,u,nan
212543,49627.088775,u,nan
212544,49627.089192,u,nan
212545,49627.089608,u,nan
212546,49627.090037,u,nan
212547,49627.090465,u,nan
212548,49627.090893,u,nan
212549,49627.091321,u,nan
212550,49627.091738,u,nan
212551,49627.092155,u,nan
213214,49628.007142,u,nan
213215,49628.00757,u,nan
213216,49628.007998,u,nan
213217,49628.008427,u,nan
213218,49628.008855,u,nan
213219,49628.009283,u,nan
213220,49628.009711,u,nan
213221,49628.01014,u,nan
213222,49628.010556,u,nan
213223,49628.010984,u,nan
213224,49628.011413,u,nan
213225,49628.011841,u,nan
213226,49628.012269,u,nan
213227,49628.012697,u,nan
213228,49628.013126,u,nan
213229,49628.013554,u,nan
213230,49628.013982,u,nan
213231,49628.01441,u,nan
213232,49628.014827,u,nan
213233,49628.015255,u,nan
213465,49629.0075,u,nan
213466,49629.007928,u,nan
213467,49629.008357,u,nan
213468,49629.008785,u,nan
213469,49629.009213,u,nan
213470,49629.009641,u,nan
213471,49629.010058,u,nan
213472,49629.010486,u,nan
213473,49629.010914,u,nan
213474,49629.011343,u,nan
213475,49629.011771,u,nan
213476,49629.012199,u,nan
213477,49629.012627,u,nan
213478,49629.013056,u,nan
213479,49629.013472,u,nan
213480,49629.013901,u,nan
213481,49629.014329,u,nan
213482,49629.014745,u,nan
213483,49629.015174,u,nan
213484,49629.015602,u,nan
214318,49630.008234,u,nan
214319,49630.008663,u,nan
214320,49630.009091,u,nan
214321,49630.009519,u,nan
214322,49630.009936,u,nan
214323,49630.010364,u,nan
214324,49630.010792,u,nan
214325,49630.011221,u,nan
214326,49630.011649,u,nan
214327,49630.012077,u,nan
214328,49630.012505,u,nan
214329,49630.012933,u,nan
214330,49630.01335,u,nan
214331,49630.013767,u,nan
214332,49630.014195,u,nan
214333,49630.014612,u,nan
214334,49630.01504,u,nan
214335,49630.015468,u,nan
214336,49630.015896,u,nan
214337,49630.016325,u,nan
215127,49631.008915,u,nan
215128,49631.009343,u,nan
215129,49631.009771,u,nan
215130,49631.010199,u,nan
215131,49631.010616,u,nan
215132,49631.011033,u,nan
215133,49631.011461,u,nan
215134,49631.011889,u,nan
215135,49631.012317,u,nan
215136,49631.012746,u,nan
215137,49631.013162,u,nan
215138,49631.013591,u,nan
215139,49631.014019,u,nan
215140,49631.014435,u,nan
215141,49631.014852,u,nan
215142,49631.015269,u,nan
215143,49631.015697,u,nan
215144,49631.016125,u,nan
215145,49631.016554,u,nan
215146,49631.016982,u,nan
216024,49632.024422,u,nan
216025,49632.024851,u,nan
216026,49632.025279,u,nan
216027,49632.025696,u,nan
216028,49632.026124,u,nan
216029,49632.026552,u,nan
216030,49632.02698,u,nan
216031,49632.027409,u,nan
216032,49632.027837,u,nan
216033,49632.028265,u,nan
216034,49632.028693,u,nan
216035,49632.02911,u,nan
216036,49632.029538,u,nan
216037,49632.029966,u,nan
216038,49632.030395,u,nan
216039,49632.030823,u,nan
216040,49632.031251,u,nan
216041,49632.031679,u,nan
216042,49632.032108,u,nan
216043,49632.032536,u,nan
216891,49633.040646,u,nan
216892,49633.041075,u,nan
216893,49633.041503,u,nan
216894,49633.041931,u,nan
216895,49633.042359,u,nan
216896,49633.042787,u,nan
216897,49633.043216,u,nan
216898,49633.043644,u,nan
216899,49633.044072,u,nan
216900,49633.044489,u,nan
216901,49633.044917,u,nan
216902,49633.045334,u,nan
216903,49633.045762,u,nan
216904,49633.04619,u,nan
216905,49633.046618,u,nan
216906,49633.047047,u,nan
216907,49633.047463,u,nan
216908,49633.047892,u,nan
216909,49633.04832,u,nan
216910,49633.048748,u,nan
219327,49636.028615,r,27.839890843103063
219328,49636.029044,r,27.83990801923906
219329,49636.029472,r,27.839925155302375
219330,49636.029889,r,27.83994185091901
219331,49636.030317,r,27.839958986913174
219332,49636.030745,r,27.839976122872297
219333,49636.031173,r,27.839993258796667
219334,49636.031602,r,27.8400104347228
219335,49636.032018,r,27.840027090132512
219336,49636.032446,r,27.840044225952333
219337,49636.032875,r,27.840061401773948
219338,49636.033303,r,27.84007853752355
219339,49636.033731,r,27.84009567323837
219340,49636.034159,r,27.84011280891781
219341,49636.034576,r,27.84012950416038
219342,49636.035004,r,27.84014663977054
219343,49636.035421,r,27.840163334945892
219344,49636.035849,r,27.84018047048675
219345,49636.036277,r,27.840197605992493
219346,49636.036706,r,27.840214781499235
219347,49636.038488,g,nan
219348,49636.038916,g,nan
219349,49636.039345,g,nan
219350,49636.039773,g,nan
219351,49636.040201,g,nan
219352,49636.040618,g,nan
219353,49636.041046,g,nan
219354,49636.041474,g,nan
219355,49636.041902,g,nan
219356,49636.042331,g,nan
219357,49636.044113,i,26.04552800557243
219358,49636.044541,i,26.04555608677203
219359,49636.04497,i,26.04558423337503
219360,49636.045398,i,26.045612314161758
219361,49636.045826,i,26.045640394742232
219362,49636.046254,i,26.045668475116422
219363,49636.046671,i,26.045695833600075
219364,49636.047099,i,26.045723913567368
219365,49636.047527,i,26.0457519933278
219366,49636.047944,i,26.04577935121337
219367,49636.048372,i,26.04580743056622
219368,49636.048789,i,26.045834788055092
219369,49636.049206,i,26.045862145347918
219370,49636.049634,i,26.04589022409181
219371,49636.050062,i,26.045918302629104
219372,49636.050479,i,26.045945659322776
219373,49636.050896,i,26.045973015820742
219374,49636.051324,i,26.04600109374867
219375,49636.05174,i,26.04602838424706
219376,49636.052157,i,26.046055740151118
219377,49636.05394,z,25.449896148812886
219378,49636.054356,z,25.449920553609026
219379,49636.054773,z,25.449945017020667
219380,49636.055201,z,25.44997012569794
219381,49636.055618,z,25.449994589007883
219382,49636.056034,z,25.4500189936034
219383,49636.056451,z,25.450043456813447
219384,49636.056879,z,25.450068565284603
219385,49636.057308,z,25.450093732367108
219386,49636.057736,z,25.450118840732255
219387,49636.058164,z,25.450143949044648
219388,49636.058592,z,25.45016905730426
219389,49636.059009,z,25.450193520207147
219390,49636.059437,z,25.45021862836295
219391,49636.059865,z,25.450243736465495
219392,49636.060294,z,25.450268903178824
219393,49636.06071,z,25.450293307213503
219394,49636.061139,z,25.450318473822215
219395,49636.061567,z,25.450343581714524
219396,49636.061995,z,25.450368689553926
219397,49636.062412,z,25.45039315204769
219398,49636.06284,z,25.450418259782577
219399,49636.063257,z,25.450442722174486
219400,49636.063685,z,25.450467829804793
219401,49636.064113,z,25.45049293738211
219402,49636.064541,z,25.45051804490641
219403,49636.066324,y,25.117864371279733
219404,49636.06674,y,25.11788051646984
219405,49636.067169,y,25.117897166302605
219406,49636.067585,y,25.117913311697187
219407,49636.068002,y,25.117929496004287
219408,49636.068419,y,25.117945680412678
219409,49636.068835,y,25.11796182611018
219410,49636.069252,y,25.11797801072092
219411,49636.069669,y,25.117994195432676
219412,49636.070085,y,25.118010341433376
219413,49636.070514,y,25.118026992102074
219414,49636.070942,y,25.118043604064848
219415,49636.071359,y,25.118059789187434
219416,49636.071775,y,25.11807593559741
219417,49636.072192,y,25.118092120922352
219418,49636.07262,y,25.118108733303522
219419,49636.073048,y,25.118125345791405
219420,49636.073477,y,25.118141997200624
219421,49636.073905,y,25.118158609902203
219422,49636.074321,y,25.118174756929502
221759,49639.012564,r,27.962103301722124
221760,49639.012992,r,27.962123444837204
221761,49639.01342,r,27.962143589399027
221762,49639.013848,r,27.96216373540801
221763,49639.014265,r,27.962183365037472
221764,49639.014693,r,27.962203513903795
221765,49639.015121,r,27.96222366421749
221766,49639.01555,r,27.96224386306391
221767,49639.015978,r,27.96226401627631
221768,49639.016406,r,27.962284170935966
221769,49639.016823,r,27.962303808994204
221770,49639.017251,r,27.962323966512074
221771,49639.017679,r,27.962344125477756
221772,49639.018107,r,27.96236428589168
221773,49639.018524,r,27.962383929556232
221774,49639.018941,r,27.962403574595697
221775,49639.019369,r,27.962423739278954
221776,49639.019797,r,27.962443905410396
221777,49639.020214,r,27.962463554646142
221778,49639.020642,r,27.96248372363729
221779,49639.022425,g,nan
221780,49639.022853,g,nan
221781,49639.023281,g,nan
221782,49639.023698,g,nan
221783,49639.024126,g,nan
221784,49639.024543,g,nan
221785,49639.024971,g,nan
221786,49639.025399,g,nan
221787,49639.025827,g,nan
221788,49639.026244,g,nan
221789,49639.028026,i,26.23514563060883
221790,49639.028455,i,26.235172251637316
221791,49639.028883,i,26.23519881050948
221792,49639.029311,i,26.23522536927912
221793,49639.029728,i,26.23525124536515
221794,49639.030156,i,26.2352778039323
221795,49639.030584,i,26.23530436239685
221796,49639.031001,i,26.235330238185565
221797,49639.031429,i,26.235356796447494
221798,49639.031846,i,26.2353826720383
221799,49639.032274,i,26.23540923009751
221800,49639.032702,i,26.235435788054012
221801,49639.033131,i,26.235462407958735
221802,49639.033547,i,26.235488221101267
221803,49639.033964,i,26.23551409619719
221804,49639.034392,i,26.23554065374789
221805,49639.03482,i,26.235567211195765
221806,49639.035249,i,26.23559383059056
221807,49639.035677,i,26.235620387832462
221808,49639.036105,i,26.23564694497147
221809,49639.037888,z,25.623254704662138
221810,49639.038316,z,25.62327952539178
221811,49639.038744,z,25.623304346170436
221812,49639.039161,z,25.623328529079213
221813,49639.039577,z,25.623352654041724
221814,49639.040006,z,25.623377532957615
221815,49639.040422,z,25.623401658013695
221816,49639.040839,z,25.623425841109565
221817,49639.041267,z,25.623450662176946
221818,49639.041695,z,25.623475483293273
221819,49639.042124,z,25.62350036245199
221820,49639.04254,z,25.62352448774391
221821,49639.042957,z,25.623548671075305
221822,49639.043385,z,25.623573492384807
221823,49639.043814,z,25.62359837173711
221824,49639.04423,z,25.623622497216722
221825,49639.044647,z,25.623646680736634
221826,49639.045064,z,25.623670864302518
221827,49639.045492,z,25.62369568585265
221828,49639.045908,z,25.62371981151847
221829,49639.046325,z,25.623743995225006
221830,49639.046742,z,25.62376817897747
221831,49639.047158,z,25.62379230478191
221832,49639.047587,z,25.62381718456587
221833,49639.048015,z,25.623842006403834
221834,49639.048432,z,25.623866190344494
221835,49639.050214,y,25.236657359430787
221836,49639.050642,y,25.23667501869825
221837,49639.051059,y,25.236692224331474
221838,49639.051487,y,25.23670988406204
221839,49639.051904,y,25.236727090146786
221840,49639.05232,y,25.236744255191805
221841,49639.052749,y,25.236761956876478
221842,49639.053177,y,25.23677961753334
221843,49639.053594,y,25.2367968245203
221844,49639.05401,y,25.236813990465695
221845,49639.054427,y,25.23683119789784
221846,49639.054844,y,25.236848405552408
221847,49639.05526,y,25.236865572163826
221848,49639.055677,y,25.236882780263315
221849,49639.056094,y,25.236899988585847
221850,49639.05651,y,25.236917155863345
221851,49639.056939,y,25.23693485985033
221852,49639.057367,y,25.236952522804202
221853,49639.057783,y,25.236969690759796
221854,49639.0582,y,25.23698690020733
229220,49648.021811,r,28.697719806654852
229221,49648.022228,r,28.697754801327275
229222,49648.022656,r,28.697790717542205
229223,49648.023073,r,28.697825709138854
229224,49648.023501,r,28.697861622197728
229225,49648.023918,r,28.69789661071846
229226,49648.024334,r,28.697931513821693
